,id,m1,m2,size,x0.25,x0.2,x0.15
68,69,0.09451219512195122,162.0911708692225,"(1032, 774)",14.975942850112915,9.728132009506226,4.902100086212158
69,70,0.5418427726120034,170.8604066579501,"(1032, 774)",9.339691162109375,7.098534822463989,3.930155038833618
70,71,0.33205128205128204,172.87151884421323,"(1032, 774)",9.26098895072937,6.1084980964660645,3.4048571586608887
71,72,0.30754716981132074,192.3218809595648,"(1032, 774)",8.556029081344604,5.411128044128418,2.973451852798462
72,73,0.24369747899159663,175.38244432561538,"(1032, 774)",9.626543283462524,6.537578105926514,3.627567768096924
73,74,0.7186768149882904,139.01332783084843,"(1032, 774)",41.90047097206116,23.852623224258423,9.261132001876831
74,75,0.07180851063829788,167.84724683964507,"(1032, 774)",8.317265033721924,6.35952615737915,3.9902398586273193
75,76,0.8303690954293363,122.56021529325542,"(1032, 774)",21.856740951538086,14.619007110595703,6.734778881072998
76,77,0.6444035006909259,153.15555192094308,"(1032, 774)",9.589044094085693,6.825745105743408,3.721205711364746
77,78,0.5579881656804734,164.58210000258225,"(1032, 774)",9.56320309638977,6.656132936477661,3.529815196990967
78,79,0.07423580786026202,189.77672588564943,"(1032, 774)",7.073574066162109,4.851018905639648,2.8021771907806396
79,80,0.35722819593787336,181.26765465593965,"(1032, 774)",8.41549801826477,5.7526490688323975,3.2726240158081055
80,81,0.31736526946107785,193.3656913277632,"(320, 240)",4.164004802703857,2.696011781692505,1.4294970035552979
81,82,0.042316258351893093,177.76659944699975,"(1032, 774)",9.72761583328247,6.046899795532227,3.4184389114379883
82,83,0.1941747572815534,179.96305489771575,"(1032, 774)",8.86867880821228,5.638066053390503,3.15130615234375
83,84,0.17701863354037267,176.59235604801535,"(1032, 774)",11.948609113693237,7.642381906509399,4.197799205780029
84,85,0.5570719602977667,162.8588211944618,"(1032, 774)",11.187577247619629,7.13805079460144,4.012104272842407
85,86,0.08441558441558442,183.43803512895263,"(1032, 774)",8.307362079620361,5.792591094970703,3.295722007751465
86,87,0.6547445255474452,136.15580642449595,"(1032, 774)",26.012453079223633,15.107890367507935,7.284777879714966
87,88,0.240625,180.05008959174157,"(1032, 774)",8.552759885787964,6.110685110092163,3.518152952194214
